,Name,About
10,Lachulung La,"Apart from Khardung La or Baralacha La, Ladakh has numerous other passes at great heights which stand as Ladakh’s pride for centuries now. The glitters of other passes may be diminished by Khardung La mainly but all the other passes are equally important. Lachulung La is a single example. The elevation of this pass is 5059 meters above sea level which is considered to be a dangerously exciting height for any pass after Khardung La. Lachulung La is on the border of Himachal Pradesh and Jammu and Kashmir. Also, it separates the valleys of Tsarap Chu and Tozay. If you take Leh-Manali highway, you will be able to cross this pass that has other names such as Lachalung La, Lungalacha La etc. A fact that to be remembered before you head to visit this pass is, it is open only for four and a half months during summer. Any traveler should be prepared not to fall sick during the conquering of Lachulung La because its geographic status, the height, the rugged pathways and the remote villages it goes through may cause dramatic influence on your body. Being one of the most adventurous passes in Ladakh, Lachulung is a favorite stop avid adventure lovers. Also, the surroundings are quite fictional as the towering Himalayan passes and the nature lying in correspondence to them are creating soothing visuals. Trekkers should be very careful while climbing the altitude up as altitude sickness is assured at the top and keep hydrated to maintain your body conditions with respect to the climate. But the descent is smooth and easy so that you will feel overjoyed till the end.Height: 5059 metersBest time to visit: May to OctoberHow to reach: Take Leh-Manali highway, from Sarchu 54 KM and from Pang, 24 Km"
11,Chadar Trek,"For some years, adventure seekers all around the world have been talking about Chadar Trek in the Zanskar Region. Until this year, hundreds of people have experienced the thrill hidden and the mind blowing sights around Chadar frozen river. In fact, Chadar Trek is the most sought after and one of the breathtaking treks in the Himalayas. The winter trek is so special for those who are ready to have adventure at the maximum level. The river trek starts from Chilling where the river begins to freeze and mostly, travelers choose February as the best time to cross the frozen river as the ice sheets will be comparatively stable. The precarious snow-flakes would pose severe threats during the trek but in some other time, the challenges would be kind to the trekker. The surrounding of the river are completely vertical cliffs tall up to 600 meters. The Zanskar River is a tributary of the Indus and is 5 meters long. A trekker would have to cover 16 kms per day to complete the Chadar Trek. Usually, people opt for 10-15 days of trek depending on the climatic conditions persisting here. The temperature at Chadar will come to the lowest at -35 degree Celsius during winter and thus Chadar Trek becomes more intimidating. Approximate trekking distance one would have to cover in total is 75 kms.Maximum altitude: 11123 feet is the height at which Chadar Trek would lead you to.Location: To take part in Chadar Trek, one should arrive in Leh and from Leh, the journey starts and goes to Chilling, the beginning of the Zanskar River in the frozen state. From Leh it would take about 65-70 kms to reach Tilad via Chilling, the base camp of the trek.Best time to visit: January end to February is the best time suitable for trekking in the frozen river of Chadar. Quality and safe trekking gears and highly warm clothes are required."
12,Hemis Monastery,"The biggest monastery in the North India is Hemis Monastery, one of the must visit attractions in Ladakh region. Set on the foothills of Indus, Hemis Monastery has 200 branches and over 1000 monks are staying there. It belongs to the red sect Brokpa of Buddhist order. Here the young Lamas are trained for the royal monasteries at Leh, Shey and Basgo.
History
Hemis Gompa came into existence 17th century and it was built by Chapgon Gyalshas and from then on the gompa was getting the royal patronage of Ladakh till now. But there is a saying that the monastery was founded by the first incarnation of Stangsang Raspa Nawang Gyatso. After the missing of the head Lama in 1956, a young 12 year old boy from Dalhousie in Himachal Pradesh has been recognized as the head Lama of the gompa.
Structure of the monastery
The biggest monastery in the region has a surprising architecture and the building is quite appreciable. There are a lot of big statues and stupas decorated with stones and also the splendid collection of thankas. The collection of thankas is believed to be the largest and it would be shown to the public once in 11 years.
Location: Hemis Village is located 43 km south of Leh town and it is very easy to reach the monastery by bus or jeep.
Timing: 08:00 am to 01:00 pm and 02:00 pm to 06:00 pm
Entry fee: INR 100
Highlight: Hemis Festival is the prime attraction at the monastery which celebrates the birth anniversary of Guru Rinpoche. The tenth day of the Tibetan lunar month every 12th year is the date of festival."
13,Mulbekh Monastery,"The two major sects of Buddhism, Drukpa and Gelugpa had two gompas in Mulbekh Monastery. The location is 45 kms away from Kargil and 260 km from Leh town. The nine meter statue of Maitreya Buddha placed in the premise catches the eyes of every visitor. Also, the two gompas are closely connected to the palace of Rajah Kalon of Mulbekh located nearby. To reach the gompa, there is a steep footpath arranged behind the building.HistoryThere are different opinions about the establishment of the gompa but the idol of Buddha placed here dates back to the 8th century and some others believe that it was built in the period of Kushan. The sculptor is the contribution of the missionaries but there is a saying that the artwork present in the sculptor shows that the missionaries were not Tibetans but mostly Ladakhis. Kharoshti scripts were also found in the main sculptor.Structure of the monasteryApart from the limestone idol of Buddha carved in the rock face, there are other relics of statues and frescoes. The entire monastery is made charming with the very valuable paintings and some relics of the prized items of the ancient period. As Maitreya is famous as Chamba among the Buddhist sets, the monastery has gained the name Mulbekh Chamba later.Location: Mulbekh gompa is located in Kashmir, 45 Km from the town and 260 km from Leh in Ladakh region. You can reach the gompa by bus or jeep.Timings: It is open on all days from 08:00 am to 06:00 pmEntry fee: Entry to the gompa is freeHighlight: The gompa is 3504 meters above the foothills which gives a mesmerizing view of the valleys down."
14,Moonland,"Since the land resembles that of moon, Moon land near Lamayuru in Ladakh region is fondly called like that. A unique geographical feature appearing here attracts thousands of visitors every year. A traveler comes to Lamayuru will not miss the surprising land. There is also a saying that during full moon, the land becomes exotic and it would be an enchanting sight to behold and rare too. Lamayuru’s fame was dashingly enhanced because of this landscape carved in to the Greater Himalayan ranges. Interested travelers will come to Lamayuru which is located at a distance of 100 kms from Leh on the famous Leh-Srinagar Higway. To watch the glimpses of the moon land so clear and closer, you can climb up to the Meditation Hill in Lamayuru. The monks from Lamayuru gompa are living in this hill, at a greater height. The rough, uneven landscape of Moon land will be an amusing sight from the top of the Meditation Hill. The entire Lamayuru becomes visible from the top. One will come to know why Lamayuru and Moonland are heard as synonyms for each other and the natives here find Moon land as an inevitable part of their lives also.Location: The NH 1-D or the popular Leh-Srinagar Highway is where the Moon land in Lamayuru located. Around 100 kms from Leh is the site. You can reach the destination by bus or jeep. Bikers would get some exciting sightseeing option throughout the journey.Best time to visit: The months from May to September are the best time to reach Moon land."
15,Nakee La,"As important as the other major passes in Jammu and Kashmir, Nakee La situated at an elevation of 4769 meters above the sea level is a potent competition to Khardung La and similar ones in terms of adventure. On the Leh-Manali Highway, from Manali to Taglang La is Nakee La and it is the third pass among the five passes that to be crossed during the travel from Manali to Leh. The previous travelers shared the experience of driving down the pass was quite dramatic; the expert drivers also find it challenging to steer past the uneven, rugged and off-road paths. But the traversing time would be filled with excitement and thrill if you really love adventure at its level best.The frequent sections of ice are another impediment during the journey as well as an avalanche, heavy snowfalls etc can be expected anytime making the process of crossing the pass difficult. The climate is very dry over here and the harsh cold conditions make the pass a challenge to overcome for many. 21 Gata loops is a repeatedly heard word during the tour of Leh and the ascent to Nakee La is known in the special name. One have to overcome the 23 km ascent that starts from 4250 meters to 4980 meters conquering the 21 tricky hairpin bends. There is also a rumor you can hear about the pass is that the pass is haunted by a ghost of a tourist who was buried here.Height: Nakee La is located at an elevation of 4769 meters above the sea level.Location: Nakee La is located on the famous Leh-Manali National Highway. While you travel from Manali to Leh, you would come across Nakee La.Best time to go: The summer is the best time to visit Nakee La since during winter there would be heavy snowfall and landslide."
16,Likir Monastery,"The white colour buildings modified by the presence of red roof are a scintillating view from a distance and Likir Monastery is the subject of discussion here. One of the oldest and well maintained monasteries in Jammu and Kashmir, Likir Monastery is in Likir village which had been in existence from the 11th century onward. What makes Likir so special is the serenity is shows from the height and a 75 feet tall statue of Buddha.
History
Likir Monastery was known as or its original name is Klu-kkhyil gompa. The word Likir means Naga encircled. There is a belief that two serpents, Nanda and Taksako have guarded the monastery. Being the oldest and most visited monasteries, Likir gompa has numerous stories of its origin and existence. The Yellow Hat Sect or the Gelugpa sect of Buddhism is the guardians of Likir gompa and it is scripted that Tsongkhapa was the founder of this monastery in 15th century.
Structure of the monastery
Flanked by the wall paintings, stone relics, murals and art crafts, Likir monastery is a perfect display of Buddhist heritage, the principles and culture. Inside the monastery, there is a school as well. It is run by the Central Institute of Buddhist Studies and also a library open to the public where visitors can read old manuscripts and details of Buddhism. The gompa has two assembly halls, a central courtyard with six rows of seats for the lamas and a throne for the head Lama. There is a Gonkhang room that is dedicated to the divinities guarded the monastery.
Location: The monastery is located 6 km north of Leh-Srinagar highway before the village of Saspol. From Leh, the distance is 62 km to the west of the town.
Timings: It is open on all days from 09:00 am to 01:00 pm and from 02:00 pm to 06:00 pm
Entry fee: INR 5-10 per person
Highlights: The annual event Dosmochey is held in the monastery from the 27th to 29th day of 12th month of Tibetan Calendar."
17,Tso Kar Lake,"In the southern part of Ladakh, there is a marvelous lake called Tso Kar which is known to be the most beautiful yet fluctuating saline lake. The lake is situated in the Rupshu Valley or Plateau and has attracted hundreds of people with its unique features especially the size and depth it possesses. The lake is located at an elevation of more than 14700 feet. The surroundings or more clearly, the banks of the lake are marshlands which play an important role in the lives of a variety of migratory birds. 
They come to lay eggs and breed over here and thus make the environment cherish-able. During the time of the arrival of these birds, the lake and its nearby places will be filled by innumerous bird watchers and nature lovers. Some distance away from the lake is the space where certain nomadic groups are staying. They collect salt from the lake and sell to the needy and thus make a living. If we take about the geographical features of the lake, the importance of Startsapuk Tso comes to the scene. Tso Kar is connected to Startsapuk by an inlet stream at the south-west end. With this small lake, Tso Kar creates the 9 sq.km wide More plains pool. The towering Thugje and Gursan are the guardian angels of this pool.
Height: The surface elevation of Tso Kar is 4530 meters.
Location: From Leh, one has to drive about 160 kms to reach Tso Kar. The Leh Manali Highway passes about 30 kms west to the lake. About 540 kms of distance is there between the lake and Srinagar.
Best time to visit: The months of May, June, July and August are considered to be the ideal time to visit the lake."
18,Phuktal Monastery,"Phugtal or Phuktal gompa or monastery, a significant Buddhist monastery located in the Lungnak Valley that too very remotely from the main town and this one is reachable only by walking. The essential things for the monastery will be carried by animals during summer days and during winter they will be transported through the frozen Zanskar River.
History
The etymology of the name Phutkal is interesting and the name means the cave of liberation or leisure as per the information given by scholars. The birth of Phutkal Monastery was 2500 years ago and it was built around a cave with the aim of inviting any number of sages or saints to come and meditate. But the current status of Phutkal Gompa is because of the Gelug School of Tibetan Buddhism. It was established in the early 15th century by Jangsem Sherap Zangpo.
 Structure of the monastery
The honeycomb structure of the monastery surprises every one. Given the increased number of tourists, the monastery is popular now as a favorite trekking point. The cliff side structure houses a temple, prayer rooms, apartments, quarters, library with sacred manuscripts, teaching facilities and the original cave and a spring. Around 70 monks who are residing in the monastery are always seen chanting or meditating.
Location: The location of the monastery is Lungnak Valley in south-eastern Zanskar.
Timings: It is open on all days of the week from 06:00 pm to 04:00 pm.
Entry fee: To enter the monastery no entry fee is required. But cameras and food from outside are not allowed.
Highlights: There are a number of festivals happen everywhere at the monastery which are celebrated for different reasons. Every year the dates of the festivals change depending on the lunisolar calendar. Smonlam Chenmo is the most important one as it signifies the entry of the New Year."
19,Stakna Monastery,"Secluded and perched on a hill top is Stakna Monastery, on the banks of the Indus River and gives the visitors an adorable view of Hemis, panoramic and exemplary. The structure of the monastery is not equal to the other monasteries in Ladakh but the scenery around would make up the blank appearance of the building. This is yet another Buddhist monastery which belongs to Drugpa sect, located at a distance of around 25 kms from Leh. There are around 30 Buddhist monks are staying in the monastery currently.
History
A Bhutanese scholar in the 16th century came to Leh for establishing the monastery. His name is Chosje Jamyang Palkar who was a saint as well. The name Stakna means tiger’s nose because the hill resembled exactly a tiger’s nose as the natives say.
 Structure of the monastery
As you come to the courtyard, you will be able to witness a huge assembly hall like in other monasteries. The walls of the assembly hall are beautified with the paintings of Sakyamuni, Tsephakmad and Amchi. A seven feet tall chorten in silver colour has portrayed a figure of Lord Buddha with some notes. The paintings of Bodhisattva, Padma Sambhava and Tshong-san-Gompa arrayed parallel to the hall give a mesmerizing charm to the monastery.
Location: It is located across the bridge starting from Km 448.7 on the Leh-Karu road. You can walk around 800 meters to reach the monastery.
Timings: It will be open on all days from 07:00 am to 06:00 pm
Entry fee: INR 30 per person is the entry fee at the gompa
Highlights: The gompa is highly attractive with the big statue of Arya Avalokitesvara from Kamrup in Assam."
20,Chang La Pass,"Among the repeated names of the high altitude passes in Jammu and Kashmir, Chang La stands out because of its beauty and the remarkable thrill hiding in the trails. The pass is closely connected to Leh via Kharu and Sekti village by a tricky asphalt road. Travelers have shared their experience of climbing the pass as it is very steep and one must be very careful while drive up. The small streams appeared on the road during summer give more challenge to the adventure seekers coming here. Since the altitude difference, trekkers or climbers are advised not to stay at the top for more than 20 minutes otherwise the altitude sickness will be unpredictably severe.
The name Chang La means pass to the south and there are numerous stories have been told regarding the etymology of Chang La. The main story is related to Chang La Baba on whose name there is a temple at the pass. Tangste, a small town existing near the pass is the only inhabited region in the vicinity.
Chang La can be seen on your tour to Pangong Tso from Leh and the pass is recognized as the major gateway to the famous Changthang Plateau in the Himalayas.
Maximum altitude: 17586 feet is the measured height of Chang La Pass which seems to be a great height for trek lovers and bikers.
Best time to visit: The months from May to October is believed to be the suitable time to cross the pass since during winter the paths would be covered by thick snow.
How to reach: Chang La lies on the national highway 21 or the famous Leh-Manali highway. It is located on the road to Pangong Tso from Leh. You can reach the pass by bike, jeep or bus. It is thrilling to reach the pass by trekking."
21,Shey Monastery,"On a hillock in Shey village, 15 Km south of Leh is the most prominent Buddhist gompa of Jammu and Kashmir that is Shey Monastery. Shey Palace and the monastery are the highlighted attractions on any tour of Ladakh. Earlier, Shey was the summer capital of Ladakh. The huge statue of seated Shakyamuni Buddha made of copper with gilded gold is the favourite sight any visitor gaze at for long time when they come to Shey Monastery.HistoryThe monastery was built in 1655 as per the instructions given by Deldon Namgyal in the memory of Singay Namgyal, his father, within the palace complex. Now, mainly the ruins of the palace and the monastery are found here but it acts as the major symbol of tourism of Ladakh.Structure of the monasteryAt an average elevation of 3415 meters is the monastery is located. The statue of Shakyamuni Buddha is 12 meter long covering the three floors of the monastery. The walls on the sides of Buddha display the Arhats, 16 in total. Arhats are the saints who reached the status of Nirvana. The upper floor is magnified by the beautiful wall paintings and the lower floor gives space for a library where the preserved manuscripts can be read.Location: It is located at a place south of Leh, around 15 km journey from the town.Timings: It will be open from 06:00 am to 01:00 pm and 01:30 pm to 06:00 pmEntry fee: INR 30 per personHighlight: At the monastery, two annual festivals are held. One, to mark the beginning of sowing season and it is called Shey Doo Lhoo. The second one is Shey Rupla to indicate the harvesting season."
22,Diskit Monastery,"Belonging to Gelugpa sect of Tibetan Buddhism, Deskit or Diskit Monastery is the largest and oldest in Nubra Valley. Hence a visit to the monastery is an inevitable part of any kind of Ladakh tour. The significant fact related to the monastery is that it runs a school with the help of a Non-Governmental Organization to teach science subjects in English to the Tibetan children of the region. The fourteenth century monastery is a favourite tourist destination as well.
History
The history of the gompa dates back to the fourteenth century. It came into existence with the help of Changzem Tserab Zangpo, a disciple of Tsong Khopa. He was the founder of Gelukpa sect in the region.
Structure of the monastery
The hilltop where the monastery is perched on will offer the visitors mind blowing pictures of the surrounding valleys, the villages and the mountain terrains. The rocky steps leading to the monastery would let you see first the prayer hall beautified by the statue of Maitreya Buddha. The huge drums and several images of the guardian deities are some other factors that enhance the outlook of the monastery. It features an elevated cupola with a fresco that displays the Tashilhunpo Monastery famous in Tibet. In the storehouse of the monastery, the texts of Mongolian and Tibetan texts are kept.
Location: At a height of 3144 meters above the flood plains of Shyok River, in Diskit Village in Nubra Valley is the monastery. You can reach the village from Leh via Khardung La Pass.
Timings: The gompa is open on all days from 07:00 am to 01:00 pm and from 02:00 pm to 07:00 pm
Entry fee: INR 30 per person
Highlights: The major highlight is the festival named Desmochhey or Dosmoche which is popular as the festival of the scapegoat. It is a prayer festival."
