,Name,About
10,Bakrota Hills,"The majestic Bakrota Hills finds its name in the list of popular places to visit in Dalhousie. Located at a distance of only 5 km from Dalhousie, Bakrota Hills offers a scenic view of serene landscapes and lush green Oak, Pine and Deodar trees.
Bakrota Hills offers a splendid view of the snow-capped mountains and makes for a perfect trekking experience. Take a walk down the fascinating and bewitching Bakrota Hills and breathe in the fresh air of this evergreen beauty and unparalleled attraction.
One can consider visiting Bakrota Hills in winters only if one can brave the dipping temperatures. This stunning hill station is covered with white magic all around as it snows moderately during winters. Summers are the perfect season to witness the beauty and serenity of Bakrota Hills.Summers offers you a matchless beauty of Bakrota when the golden sunshine fills the green spread of alpine, oak and deodar trees, and pleasant temperatures. Indulge in numerous activities like trekking, sightseeing, and photography.
Location: Dalhousie Khajjiar Rd, Potato Development Centre, Ahla, Catchment Ala, Himachal Pradesh 176313
How to reach: Once in Dalhousie, you can hire a taxi, car or bike to visit Bakrota Hills. A taxi will cost you anything around 800 to 1000. A drive offers a chance to see the scenic views on the way. There are numerous public transport options available at a cheaper rate. There are frequent buses that take you around Dalhousie. Going on a local bus from Dalhousie to Bakrota costs you only INR 150 per ticket and gives you an opportunity to interact with the locals.Activities and attractions: Trekking, Photography, Sightseeing"
11,Tibetan Market,"It’s time to explore the Tibetan Market in Dalhousie because shopping makes us all happy. It is situated at Gandhi Chowk and is one of the best places to buy handicrafts. There are also items such as woollen clothes, colourful carpets, and beautifully carved jewellery. The very popular Chamba slippers and shawls are also available here.One can also find a variety of electronic and toy products. Run mostly by the Tibetans, this place has innumerable products that you can take home as souvenirs.Location: Moti Tiba, Gandhi Chowk, Dalhousie 176304Activities and attractions:-Shopping"
12,Ganji Pahari,"Ganji Pahari, the bald picnic spot, is one of the unique places to visit in Dalhousie. Located at a distance of 5km from Dalhousie bus stand, Ganji Pahari is a small hill on the Pathankot Road. It literally means bald hill due to the absence of any trees or vegetation here. Ganji Pahari offers a panoramic picnic spot and mesmerizing views of the surroundings. One can camp here and enjoy the fresh air, and beautiful views of the mountains with their friends and family. The maneuvering terrains here make for a splendid trekking zone. During the winters, the bald hills get covered by white snow and glisten like diamonds offering tourists a breath-taking view. The trek level is moderate to difficult and takes about 40-50 minutes to reach Ganji Pahari on foot. It is advisable to take snacks and food along as there are no restaurants or hotels along the trail.Location: Ganji Pahari, Pathankot Road, Dalhousie.How to reach: At a distance of only 5 km from Dalhousie, Ganji Pahari lies in close proximity to the town. One can reach Ganji Pahari by taking an hour’s walk from the town center. If you are not much of a trekker, you can consider hiring a taxi or car/bike. Several tourist buses are available to Ganji Pahari from the Dalhousie Bus Stop however, their frequency is low and the timings are uncertain. Pony rides (on mules) are available but they serve the purpose of recreation rather than transportation.Activities and attractions: Trekking and Sightseeing"
13,Rock Garden,"Created by the diverting flow of natural hill streams, the rock gardens of Dalhousie are absolutely wonderful. It comprises of rocks strewn across natural streams of water and lush green surroundings overlooking the magnificent mountains and pristine air. Rock Gardens provides for a calm, peaceful and relaxing spot away from the hustle and bustle of the otherwise busy Dalhousie town.
Rock garden finds its name under some of the most peaceful and serene places to visit in Dalhousie. It is located on the way from Dalhousie to Chamera Lake and is worth a stop-over. It is the perfect place for nature lovers and photographers. Simply relax by the beautiful stream gushing from the rocks and chill with friends and have hot piping Maggi.Location: Devidara, Dalhousie.
How to reach: Rock Garden lies in the way of Chamera Lake. Take a taxi or car to Chamera Lake and stop by to admire the beauty of this marvel."
14,Chamba Town,"Situated on the bank of River Ravi, is the lively and vibrant Chamba Town. It is a small town located in the picturesque valley of Himachal Pradesh. Set amidst the Shivalik Ranges, this beguilingly old town has some beautiful medieval temples, meadows, and lakes. An occasional air of fresh breeze fills the town every now and then and owing to its altitude, Chamba Town has a pleasant range of temperatures, neither too hot,  nor too cold. Chamba is a hub of remarkable ancient Hindu temples made in shikhara style. The legendary Sui Mata Temple, the 9th-century Chaurasi Temples, Chamunda Devi, and the Hari Rai Temple are some of the sacred places in and around Chamba Town. The quaint Chamba church is located in the midst of Chamba town and has an amazing Scottish architecture. Chamba exudes an old charm and its laidback life doesn’t seem to have caught up with the rest of the world making it peaceful. This small town is famous for its vivid festivals and fairs. The entire crowd of Dalhousie gravitates towards the Chamba town due to its liveliness. Thousands of tourists throng at the town for shopping rumaal (handkerchief), the Tibetan Market and the myriad options of restaurants it has to offer. There is also a museum and library that attracts tourists. Chamba Town is one of the most vibrant places to visit in Dalhousie. This single place alone offers the three elements of religious, adventure and fun-oriented tourism.Location: Chamba district, DalhousieHow to reach: One can easily get a taxi to Chamba Town from Pathankot. It takes around 4.5 hours to reach Chamba.Activities and attractions: Sightseeing, Historical Monuments, Museums, Places of Worship, etc."
15,Kalatop Wildlife Sanctuary,"Take an audacious tour through the Kalatop Wildlife Sanctuary. It is located in the Chamba district in Himachal Pradesh. Explore this fascinating animal sanctuary, which is enveloped by fir and deodar woods. Located amidst the oak and coniferous forests and in close vicinity of the Ravi River, this place allure a lot of adventurers and nature lovers. Also, one can indulge in some thrilling activities as this sanctuary makes a perfect destination for trekking. Bring your camera along to capture the exquisite flora and fauna here. Pheasants, serow and the black bear are some of the commonly found animals at the Kalatop Wildlife Sanctuary.Location: Kalatope R.F, Himachal Pradesh 176304Timings: 7.00 AM - 6.00 PM.Activities and attractions: Trekking and Sightseeing."
16,St. John’s Church,"St. John's Church is one of the most intriguing places to visit in Dalhousie. It is an age-old church with immense historical significance because it was established when the British ruled. It was built by the Protestant Missionaries amidst a pictorial landscape. This added to the immaculate beauty of the church.It is claimed that this church is the most visited place of worship and it allures innumerable worshipers and tourists every year. Apart from finding faith in its pristine aura, visitors are also intrigued by the history associated with it. The church is open for everyone for five days a week.Location: Dalhousie Khajjiar Rd, Moti Tiba, Dalhousie, Himachal Pradesh 176304
Timings: 7.00 AM - 7.00 PMActivities and attractions: Sightseeing, Photography, Place of Worship."
17,Jot Pass,"Jot Pass is a hiking and driving route with sharp, hairpin turns and a dramatic landscape of imposing mountains as the backdrop. It is a lesser known destination, unfrequented by throngs of tourists that crowd the rest of Dalhousie. The first kilometre is steep, which will test the adventure enthusiast in you, but the rest of the trek is moderate, and one can easily revile in the striking beauty and serenity of the place while trekking. The alpine scenery appears as if golden pavilions along the side of the road, delighting you at every step.Flowers cover the entire valley in summer months, the skies are clear blue and one feels closer to nature than ever. Reach to the top of the hike to enjoy the spectacular view of Dalhousie. Moreover, you can indulge in adrenaline pumping activities like rafting and paragliding once you reach the top.Location: 38.2 km via Dalhousie - Chamba RdTimings: No Timings"
18,Rang Mahal,"Owing to the unique amalgamation of British and Mughal architecture, Rang Mahal is one of the most significant tourist destinations in Dalhousie. The Mahal was built by Raja Umed Singh to house the royal women and now serves to display rare paintings, artefacts, coins, hill jewellery, costumes, and other valuable objects. Nuzzled by lush green hills, the magnificent monument is extremely popular among photography enthusiasts and history buffs. After soaking up the awe-inspiring architecture, you can take a relaxing stroll and relish in the enthralling natural beauty all around. The palace also houses a handicraft shop where visitors can buy handkerchiefs, shawls and other knick-knacks.
Location: Surara Mohalla, Dalhousie
Timings: Monday to Saturday, 10 AM to 1 PM and 2 PM to 5 PM"
19,Subhash Baoli,"Situated just 1 km away from Dalhousie is Subhash Boli, a charismatic tourist spot. Enveloped by tall towering pine trees, this is one of the most beautiful places to visit in Dalhousie. It is extremely famous for its appealing vistas. According to the historical facts, freedom fighter, Subhash Chandra Bose used to come here for meditation. As a tribute to him, this place was named as Shubhash Baoli. Visit this place with family and friends to not only admire its natural beauty but to also acknowledge its historical significance.Location: Located at a distance of 1 Km from Dalhousie
Timings: 7.00 AM - 7.00 PM.Activities and attractions: Sightseeing, Photography."
