,Name,About
17,Cavelossim Beach,"Cavelossim Beach is nothing but a picturesque landscape with brilliant sand glinting in the daylight, sluggish hillocks and snarling waves. The shoreline gives a tranquil and refreshing vibe. You can just laze around, have long strolls or go for Dolphin trips in the wake of experimenting with daring adventures on the sea. Not just this, even the nightlife on the beach is very amazing.
It's basically an ideal tourist spot for vacation couples, adventure seekers or beach lovers. It's a sentimental getaway and one can't stand to miss the charming air and magnificence of Cavelossim when they are on a holiday in Goa.

Water Sports: windsurfing, jet-skiing, speed boat racing, diving, swimming, banana & bump rides, parasailing, and many more.
Nightlife: Radisson Blu, Tito's Club , Yali Lounge,  Amalia,  Club Sinq,  Tia Maria,  Sam's Beach Shack, Papa Joe's Bar And Jamaica Inn
Location : Cavelossim, South Goa
Distance from Panaji: Cavelossim Beach is located at a distance of 35.8 kilometers from Panaji.
How to reach from Panaji: Panaji is connected to Cavelossim Beach via road. You can easily get a cab/taxi to reach Cavelossim Beach."
18,Tambdi Surla Mahadev Temple,"One of the most notable temples in Goa, which was built in the 12th century, is a Shaivite temple of Lord Shiva. The place is frequently visited by Hindu devotees and has Jain style of construction. It is considered the only specimen of Kadamba-Yadava architectural style in basalt stone preserved and is one of the most spiritual places to visit in South Goa. The temple has a Shiv Ling which is mounted on a pedestal and, has four withstanding pillars embellished with excellent carvings of elephants. Also, there are finely carved sacred lotus flowers and, intricate carvings designed by skilled craftsmen which add up to the charm of the stone ceiling and, the building. The beauty of the temple is at its peak on Mahashivratri.Location: Near Bhagwan Mahaveer Wildlife Sanctuary, Sanguem, Surla, Goa 403406Timings: 7:00 AM - 5:30 PMEntry Fee: Free"
19,Pequeno Island,"Commonly called the Bat Island, is located just a kilometer away from the Baina Beach in Vasco da Gama. This is a serene Island with several picturesque views, entailed with rocks and sand.It is truly a traveler’s paradise, who is seeking solitude and, unexploited sites with scenic splendors. The crystal clear water with amusing marine life attracts the masses. One can delve in enthralling water sports and experience the waters like never before.It is a perfect place where one can go deep inside the pure aura and, witness tranquility. You can also enjoy a campfire and soft soothing songs on the beach."
20,Netravali Bubbling Lake,"The sacred water reservoir, Netravati Bubbling lake is a part of the Gopinath Temple. The astonishing fact about the lake is that it has clean water which keeps on bubbling at different points and bubbles even more if someone starts clapping. The priest who resides there believes that it will create the same bubbling effect if you start enchanting “Om” however, these are just mythological stories and the real fact is it bubbles due to the presence of limestone, carbon dioxide or methane in water. Undoubtedly, it is one of the most interesting places to visit in South Goa.It is a great source of bewilderment and has serene environs where one can rediscover oneself. The massive temple has a huge pedestal in the center of the lake and is frequented by the devotees of Shiva. It exhibits an intrinsic style of pillars carved by the Kadamba-Shilahara craftsmen.Location: Netravali, Vichundrem, Goa 403704Timings: 8:00 AM - 6:00 PM"
21,Netravali Wildlife Sanctuary,"Seated in the Southern part of Goa, Netravali wildlife sanctuary is a tributary of the Zuari river. Nestled with dense forests which remain evergreen throughout the year, this sanctuary is renowned for varieties of animals like Gaur, Ratufa indica, Tetracerus quadricornis, and leopard. Its famous birds are Malayan night heron, Nilgiri wood pigeon, pied hornbill, grey-headed bulbul, white-bellied treepie and a rufous babbler. The best time to visit this place is from October to March and at this time one can easily spot the rare species of flora and fauna like Black Panther, four horned antelope, and colorful butterflies.Location: Verlem, Goa 403704Timings: 8:30 AM - 4:30 PMEntry Fee: Free"
22,Betalbatim Beach,"Popularly known as the Sunset Beach of Goa, this place is your destination for witnessing the most enchanting sunset you will ever see. The clean sands and beautiful surroundings make an immaculate landscape worth visiting. Contrasting with most beaches in Goa surrounded by palm trees, Betalbatim Beach is has a number of pine trees along the shoreline. Due to a number of lovebirds flocking here, it has also earned the nomenclature of being called Lover's Beach.
The beach is a preferred picnic spot among families and doesn’t have a lot of commercial activity going on contributing to the relaxed ambience. The shacks dotting the beach offer delicious Goan cuisine along with Italian and Continental dishes. Dolphin sighting is one of the most sought after activities at the Betalbatim Beach.

Water Sports: Water Skiing
Location:  Betalbatim Beach, between Majorda and Colva, in the Salcete sub District of South Goa.
Distance from Panaji: Betalbatim Beach is at a distance of 31.7 kilometers from Panaji."
23,Butterfly Beach,"This relatively unexploited beach is becoming a buzzing North Goa places to visit. The place occupies a tiny semicircular bay on the high northern end of Palolem beach and the most astounding feature is that you can spot millions of butterflies flying over the hilltop blossoms. The golden sands against the warm blue water create postcard perfect location with palm trees and scores of butterflies.This spectacular beach is a well known site to spot some playful dolphins, crabs and goldfish. Here at the Butterfly Beach you will have a stunning opportunity to observe amazingly lovely and the most otherworldly nightfall you could just find in your life.
Water Sports: Boat Riding, Canoe Riding
Nightlife: This beach is not very crowded and there aren’t much of human establishments here. However there are often rave parties organized at the Butterfly Beach. 
Location : Butterfly Beach, South to Vasco City,
Distance from Panaji: Butterfly Beach is located at a distance of about 70 kilometers from Panaji. 

How to reach from Panaji: There is no access to this beach by road as it situated amidst heavy forests. If you wish to reach Butterfly beach, you may hire a cab or take a bus up to the Palolem beach from Panaji. From the Palolem beach, short boat ride will get you to the Butterfly Island."
24,Bamanbudo Waterfalls,"Untouched and unexploited are the words which perfectly describe the Bamanbudo Waterfall. One of the most pristine waterfalls lying in the vicinity of Old Goa. This waterfall flows in the backdrop of serene Amba Ghat.The waterfall is undoubtedly the picture-perfect spot, with water falling down through the lush green hillock. The sound of the water, freshness in the air and, everything beautiful contributes to the significance of the place. This waterfall is located on the main road and one cannot trek to this splendid destination.Location: MDR34, Gordongram, Goa 403702Timings: 24 HrsEntry Fee: Free"
25,Hollant Beach,"Head to the Hollant Beach in Goa to witness a sunrise which you will remember for a lifetime. This beach is particularly known for its serenity and landscape and not to be missed when travelling to Goa. Hollant Beach offers wonderful perspectives including the popular southern shorelines of Goa, alongside the foothills of the Western Ghats. The shoreline looks much all the more enchanting amid the high tide, when the ocean water ascends to converge into the crisp waters of an adjacent stream. Hollant Beach is additionally an incredible place to go swimming, as it remains relatively calm without any dangerous currents. For romantic souls, the beach is an idyllic setting enchanting everyone.
Water Sports: Kayaking
Nightlife: There not many popular night clubs here but you can enjoy at the famous beach resorts located at the Hollant Beach. 
Location : Hollant Beach, South Goa 
Distance from Panaji: Hollant Beach is located at a distance of 27 kilometers from Panaji. 
How to reach from Panaji: The beach is connected via road and one can travel here with their own vehicle as no buses ply to there."
26,Majorda Beach,"Majorda Beach in Goa attracts tourists for its idyllic and pleasant ambience. The landscape at Majorda Beach is accentuated by turquoise water, blue sky, soft sand, lush greenery and swaying palms against the golden sands which will leave you searching for words to explain your ecstasy. It doesn’t matter if you wish to have a quiet stroll, sit with a book by the beach or feel to get the adrenaline rush with water sports, Majorda Beach is a complete package.  
The great range of restaurants and stalls here will delight with lip smacking dishes prepared in Goan cuisine and you can enjoy drinks and snacks at the beach shacks. In a nutshell, the place is very tranquil and it takes voyagers to the universe of unwinding, peace and attracts a huge number of vacationers to this paradise.
Water Sports:  surfing, skiing, snorkeling, Paragliding, parasailing, banana ride, etc.

Nightlife: Martin’s Corner, Lourdes Bar, Aquamarine, Miranda, Monsoon Bar, Seashell, Blue Waves 
Location : Majorda Beach, South Goa
Distance from Panaji: Majorda Beach is at a distance of 30 kilometers from Panaji.
How to reach from Panaji: Public bus transport connects Majorda Beach with the City of Panaji Buses are running frequently and you can also go via your private transportation."
27,Cansaulim Beach,"Unwind here on ocean – side early morning and night to appreciate the excellent picturesque beauty. The shoreline is amazingly spotless and clean with brilliant gold sands. It is less swarmed and not an exceptionally prominent beach in Goa still nature presents probably the most wonderful scenes here. Tourists can find perpetually some incredible place for strolls and for swimming at Cansaulim Beach. 
In contrast to different resorts of this region, Cansaulim Beach resort pulls in for the most part those travelers who lean toward unwinding very peaceful retreats far from uproarious urban areas and teeming spots of amusement. Some popular places where you can enjoy some local shopping at Cansaulim Beach are Many Emporium, Nagoa market and Queen Nagar Market. 

Water Sports: Windsurfing, catamarans, diving, fishing, parasailing, jet – skiing and windsurfing
Location: Cansaulim Beach, South Goa
Distance from Panaji: It is located at a distance of 26.6 km from Panaji. 
How to reach from Panaji: There are no local buses that ply here. We suggest you to arrange your own private transportation like car or bike to travel from Panaji to Cansaulim Beach. You may also find a little difficult to reach Cansaulim Beach because it falls a bit away from the main road (The National Highway). The best way to reach this beach is by a scooter or motors bike."
28,Talpona Beach,"This beach is popular among tourists looking for an isolated and quiet location to enjoy the beautiful coastline against the magnificent Arabian Sea. The sea is relatively calm and quiet here and one can easily enjoy a day with their thoughts. The Talpona beach has small sand dunes and is not visited much by tourists. The peaceful beach is also a resting ground of many birds. 
Talpona Beach is one of the most far-flung beaches of Goa. The beach of Talpona is covered with pure sand of a golden color and framed with palm trees and pine groves. Galgibaga Beach is one of the nearest beaches to this location. 

Water Sports: No water sports activities are available at this beach.
Location : Talpona Beach, Canacona, South Goa
Distance from Panaji: It is located at a distance of 76.4 km from Panaji.
How to reach from Panaji: Panaji is connected to Talpona Beach via Palolem Beach. From Palolem Beach tourists can take an auto/cab or take a rented vehicle to reach Talpona Beach"
29,Galgibaga Beach,"Galgibaga is perfectly defined as an ideally serene shoreline, still perfect bordered by casuarinas that influence carefully in the lilting ocean breeze. The beach is known for being one of the serene nesting places of the famous olive ridley turtle. With silvery sands, clear water and rows after rows of coconut and pine trees, the turtles love this beach and so will you.This shoreline has a town group that are mostly peace-adoring fisherfolk and an interaction with them help you appreciate more of village life in Goa.
The ocean is their riches and before the beginning of the fishing season, they offer their sincere prayers in love of the sea gods they believe in. The Galgibaga beach is one of the most tranquil locations in Goa and offers a perfect space for the solitary visitor. 
Water Sports: No water sports activities are available at this beach.

Location : Galgibaga Beach, Canacona, South Goa
Distance from Panaji: It is located at a distance of 84.1 km from Panaji. 
How to reach from Panaji: From Panaji you need to travel south along National Highway in the Canacona sub district, take a right after passing the village of Poinguinim and then follow this road until you reach the beach."
30,Kakolem Beach,"Get away from the hustle and bustle of crowded places to the secluded and beautiful Kakolem Beach in Goa. Also called the Tiger Beach, Kakolem Beach is one of the most remote and truly natural beaches in whole Goa. One of the least crowded beaches of Goa where you can relax completely. It is often claimed that this beach is a secret place to shoot tigers but in reality no one can say that they have ever really spotted the King of the jungle here. 
The beach is mostly lonely and deserted and there isn’t much activity going around, however the beach is an awesome spot for adventure lovers and explorers. The entire beach has only one accommodation for tourists. The stunningly wonderful, fantastical view opens eye of everybody who is comes here. From the rock, which is set ideally one the Beach, a cool stream flows down to the sea. This beautiful beach will be a perfect place for the newly married couple for honeymoons. 

Water Sports: Speed Boat Ride
Nightlife: The beach doesn’t have much to offer when it comes to nightlife because of its isolated location. 
Location : Kakolem Beach, South Goa
Distance from Panaji: Kakolem Beach is located at a distance of 60 kilometers from the city of Panaji. 
How to reach from Panaji:  There is no proper road and only a small path off the main road leads to the beach. There are no buses that travel to this beach. One can reach this beach only by private transport. Private transport such as cabs; auto rickshaws are also available from Margao. You can also reach the beach by a boat or a motor boat."
31,Betul Beach,"Betul Beach is particularly a fishing hamlet with a picturesque view and a secluded atmosphere to escape from the clamor and stress of life. Betul Beach is located south of Mobor Beach across the Sal river. This idyllic retreat is located against an imposing backdrop as headlands from the slopes of the Western Ghats protrude into the shore. The moderate climate and the cool sea breeze make it perfect for picnics and a laid back day. 
Betul Beach is renowned for Goa’s finest and largest mussels. Being a fishing village, this beach allows you to savor the most delectable fresh seafood you would not find easily anywhere else. The places near to Betul worth visiting are Mobor Beach and Madgaon city. 

Water Sports: Fishing, Strolling
Location : Betul Beach, South Goa
Distance from Panaji: Betul Beach is located at a distance of 49.5 kilometers from Panaji.
How to reach from Panaji: Betul can be reached by bus from Margao but the frequency of buses is low. Private transport such as cabs, auto rickshaws are also available from Margao."
32,Velsao Beach,"Get closer to nature enjoying a visit to the breathtaking Velsao Beach with its perfect picturesque landscape. Its quiet and calm ambience will basically give you a chance to hear the mumbling of birds closely. While being here, you can get to witness the flawless extends of white sand that is ideal for unwinding, walking and sunbathing.
 The alleviating air, cool winds and the water of the shoreline just make an immaculate pleasant view. It offers an eminent perspective of the dawn and nightfall and you should definitely time your visit to Velsao Beach at the time of sunrise or sunset. This beach is hotspot for honeymooners looking for natural scenic beauty with a invigorating retreat. 

Water Sports: Swimming, Boat Rides, Snorkeling
Nightlife: Wow 916, Parag Bar And Restaurant, Pica Peixe Restaurant And Bar,  Rio Rico Bar,  Sheela Bar And Restaurant,  Sunset Bar,  Bar Negro
Location : Velsao Beach, South Goa
Distance from Panaji: Velsao Beach is located at a distance of 24.8 kilometers from Panaji.
How to reach from Panaji: From the airport, you can hire car or taxi to reach the destination. There are also direct buses services available from Panaji to Velsao."
