,business_status,formatted_address,geometry,icon,id,name,permanently_closed,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,tag,price_level
10,CLOSED_TEMPORARILY,"Nehru Outer Ring Rd, Exit No. 13, Ravirala, Hyderabad, Telangana 501510, India","{'location': {'lat': 17.2172886, 'lng': 78.52850529999999}, 'viewport': {'northeast': {'lat': 17.21836995, 'lng': 78.52928602989272}, 'southwest': {'lat': 17.21404455, 'lng': 78.52658637010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7edac54dfa680e48a727df239fd689b5bbdb2864,Wonderla Amusement Park,True,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118000379522574175763"">Wonderla Amusement Park</a>'], 'photo_reference': 'CmRaAAAAyLvTwUnuZkg26ue4o0gKt1jMY-hhxbw0Ppbx8Kqdzkoj5q2Yv1m5CbcKPoJ9Eo7TcxwoxbVJaISUg66AVBew3eQ9Me-e8MHk8F27H4OMDmKRmWfPhltYFtt1kKALHEuhEhD61KkMQBRupTQOCytyyUkLGhScoc8MwVRBdWUbvO2vNzv4VUOrWA', 'width': 960}]",ChIJM1sJX1ykyzsRdyVvqQVGnN0,"{'compound_code': '6G8H+WC Kongar Khurd A, Telangana', 'global_code': '7J9W6G8H+WC'}",4.5,ChIJM1sJX1ykyzsRdyVvqQVGnN0,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",36179.0,,amusement_park,
11,CLOSED_TEMPORARILY,"Agrawal Mini APPUGHAR, Regional Park Rd, Maguda Nagar, Pipliya Pala, Indore, Madhya Pradesh 452011, India","{'location': {'lat': 22.7524952, 'lng': 75.8872921}, 'viewport': {'northeast': {'lat': 22.75390317989272, 'lng': 75.88865792989273}, 'southwest': {'lat': 22.75120352010728, 'lng': 75.88595827010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7ff4dcc6a61baf1c46655605fd333f75d815b4a9,Agrawal Appu Ghar,True,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103846218862809542498"">Akash Sethia</a>'], 'photo_reference': 'CmRaAAAARjNAF3h1ZifaU7wrGdYBif44zAHPWVbFZCkkmaJ5_345CVwJIVovLdfCHrjFEwWjP07FqUKumTokDhgBMfEJd2DdHG6FMYVKFuUw0yN1oBq4FMWxX9Mgh89PkuEvINL6EhApXSeeHvr1_soZVtbVEt7GGhRkoS0zVuIuSnq75TkOPNUvi25bzQ', 'width': 4096}]",ChIJgdYAB6cCYzkRCa9eeZ1szXg,"{'compound_code': 'QV2P+XW Indore, Madhya Pradesh', 'global_code': '7JJQQV2P+XW'}",3.5,ChIJgdYAB6cCYzkRCa9eeZ1szXg,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",439.0,,amusement_park,
12,OPERATIONAL,"35Km on Amravati Road, Bazargaon, Teh. &, Nagpur, Maharashtra 440023, India","{'location': {'lat': 21.1338469, 'lng': 78.7607406}, 'viewport': {'northeast': {'lat': 21.13485592989272, 'lng': 78.76197467989273}, 'southwest': {'lat': 21.13215627010728, 'lng': 78.75927502010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,4c5f603a4e91eae5ac7990141a5cf12777eb3b42,Fun N Food Village Nagpur,,"[{'height': 496, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110556057166097003608"">A Google User</a>'], 'photo_reference': 'CmRaAAAANGjEIx-TjW-sXPFlsoScQ83QyP-odSpfMRO0kVMNrYv3xM2fiYqU7gLP-0yi9HY0BEDLPOT75F4uX46z6uEmRxEPNWDjBxvHYM7ZO-Eyc_MdXpnmBkLecSNvvL7N3rMiEhDkBWes2_X3W50I7VO0x0WzGhS6ULOe9RKrFzPf1mNeyWHiYGMfnQ', 'width': 720}]",ChIJNwj-xG_z1DsRS7nY96ESOes,"{'compound_code': '4QM6+G7 Bajargaon, Maharashtra', 'global_code': '7JHW4QM6+G7'}",3.8,ChIJNwj-xG_z1DsRS7nY96ESOes,"['amusement_park', 'tourist_attraction', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",4507.0,{'open_now': True},amusement_park,
13,CLOSED_TEMPORARILY,"Anand Nagar - Akluj, Tal-Malashiras, Solapur, Maharashtra 413101, India","{'location': {'lat': 17.9113663, 'lng': 74.9943069}, 'viewport': {'northeast': {'lat': 17.91242127989272, 'lng': 74.9958603798927}, 'southwest': {'lat': 17.90972162010728, 'lng': 74.99316072010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3c57e1cd0fc5243fb4c30e01b9aa13b2e258b4b2,"Sayajiraje Park, Akluj",True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104633860403262965976"">Raju Rathod</a>'], 'photo_reference': 'CmRaAAAANTpd3BaV7zFY0cZfGzChy2monPUI46cxf6Fm-VaJ5US4KdKd_Pr3bVfb_-JBtmkd4s1LXffWvlRhFoCzJ2ivY1UmcmYCbSrb6q9GzDyFwo59du8yFRhGUlmIhWh5YineEhBCrkKVK8DsLHkSqsj2NPIsGhQyLXMZlNit60rRFKixtAB-k90Pmg', 'width': 4032}]",ChIJBSpwAcF1xDsR0SUoO35ozaE,"{'compound_code': 'WX6V+GP Anandnagar, Maharashtra', 'global_code': '7J9PWX6V+GP'}",4.3,ChIJBSpwAcF1xDsR0SUoO35ozaE,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",3178.0,,amusement_park,
14,CLOSED_TEMPORARILY,"Kongar Khurd A, Telangana 501510, India","{'location': {'lat': 17.2179059, 'lng': 78.5293176}, 'viewport': {'northeast': {'lat': 17.21925572989272, 'lng': 78.53066742989272}, 'southwest': {'lat': 17.21655607010728, 'lng': 78.52796777010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3c571fc24e73b814ccb8ed290b8c394ab5b4b7d0,Wonderla,True,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100757962534079838732"">nomula ajith</a>'], 'photo_reference': 'CmRaAAAAreTHd6IfSeUMKgePmYWvZpPnwwGwPv05jeKpxodU3rSy--0BRlPx7Y-dCkMuCOFvemlyz7O6Vq2TopGH94WFpPmuTMi-t3bg9-cLr7AzI3QyrPhQUmjHmeMtyqvMAWV0EhC941-r9AQfYsIPiw_gUIjZGhSfYWu1vGoyRsYlfihH_poNcIS88Q', 'width': 3456}]",ChIJeajJ_1ykyzsRRPrzBvhMP2s,"{'compound_code': '6G9H+5P Kongar Khurd A, Telangana', 'global_code': '7J9W6G9H+5P'}",4.4,ChIJeajJ_1ykyzsRRPrzBvhMP2s,"['amusement_park', 'point_of_interest', 'establishment']",313.0,,amusement_park,
15,OPERATIONAL,"Ajwa - Nimeta Road, Ajwa Compound, Rayan Talavadi, Vadodara, Gujarat 390019, India","{'location': {'lat': 22.3697858, 'lng': 73.36252139999999}, 'viewport': {'northeast': {'lat': 22.37111052989272, 'lng': 73.36389907989272}, 'southwest': {'lat': 22.36841087010728, 'lng': 73.36119942010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,20f53ce905b729e851c8bc50717b38f8533c0027,"Ajwa Fun World, Ajwa Water Park, Ajwa Resort",,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101903926206609163978"">parimal patil</a>'], 'photo_reference': 'CmRaAAAAlCbkrucM8OQ6T4OtG3lLjOHNP3HZhwpDLIeX9IiEM5BPuGYXhrPKYO6KaUdxq7LwIeB7TsL-b3xzulkEs6fcBnqgCBdHNMxasnORrpP1kL0iq4cRSzZ50yZYwBvXuB4mEhDh5-T1VDO_4mLzfKE7CiImGhQYL_1CeO_-j2GAEi5DqYob0oQM1A', 'width': 4160}]",ChIJ-0JzUJzRXzkRkALcsaEoPaA,"{'compound_code': '9997+W2 Vadodara, Gujarat', 'global_code': '7JJM9997+W2'}",3.5,ChIJ-0JzUJzRXzkRkALcsaEoPaA,"['amusement_park', 'lodging', 'point_of_interest', 'establishment']",1228.0,{'open_now': True},amusement_park,
16,OPERATIONAL,"Highway, Behind Kiran Motors, Sanand - Sarkhej Rd, Sarkhej, Sarkhej-Okaf, Gujarat 382210, India","{'location': {'lat': 22.9854515, 'lng': 72.48502309999999}, 'viewport': {'northeast': {'lat': 22.98653632989272, 'lng': 72.48651672989271}, 'southwest': {'lat': 22.98383667010728, 'lng': 72.48381707010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,04a7b79c69a101dcc98beccbfe534a98325f31fa,Maniar's Wonderland,,"[{'height': 5304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115894512420454447383"">A Google User</a>'], 'photo_reference': 'CmRZAAAAWfkzZqgxcbiim0n1NjIeWQDDIIv_XMQ_8XZ4bnXuug0I9ljec0HSo9j5yHQINrNj3Ut9FQD3lLNSmJ6g63rwoT7BseJgur5JTxLPcaVlsEmYPNs0y6EWz-EFthdJ3ebaEhCbOG4j9o3VsMhPqg5UugdJGhTpmfa6kh3ipjPBA-ix3CCZVnDO0A', 'width': 7952}]",ChIJqQvWWO2aXjkREEHMS8yxe7g,"{'compound_code': 'XFPP+52 Sarkhej-Okaf, Gujarat', 'global_code': '7JJJXFPP+52'}",3.5,ChIJqQvWWO2aXjkREEHMS8yxe7g,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",1831.0,{'open_now': True},amusement_park,
17,CLOSED_TEMPORARILY,"Tikuji-ni-wadi Road, Opp. Tata Power House, Manpada, Chitalsar, Thane, Maharashtra 400607, India","{'location': {'lat': 19.2379877, 'lng': 72.96687849999999}, 'viewport': {'northeast': {'lat': 19.23940007989272, 'lng': 72.96809532989272}, 'southwest': {'lat': 19.23670042010728, 'lng': 72.96539567010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,42aa9f60131bae87b42921e32eb0460f57393c18,Tikuji-ni-Wadi,True,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116700843983613901179"">Megha Mody</a>'], 'photo_reference': 'CmRaAAAAB_vd_zwJqWEdlTZeRsJlIwdxQ876iFDc9DJ_cgnoUdgJ4gXXdatGuNLDINOkLEIVMUanb_dCNpcctS0qbIEV1kgXotoruDfsp6PDnv0TeqTyXXZ8H-TDWKL4il7y_PFYEhBgb_VFpVaED0lLZtxXTvlmGhSwD4LD2HrROwcGxJEz5EXH58IYzg', 'width': 4608}]",ChIJRVR9ciHP5zsR2DwBYR4jA0w,"{'compound_code': '6XQ8+5Q Thane, Maharashtra', 'global_code': '7JFJ6XQ8+5Q'}",3.9,ChIJRVR9ciHP5zsR2DwBYR4jA0w,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",8332.0,,amusement_park,
18,CLOSED_TEMPORARILY,"No. 30 31, State Highway 92 near Lonavla, Sangdewadi, Khopoli, Maharashtra 410203, India","{'location': {'lat': 18.767387, 'lng': 73.280652}, 'viewport': {'northeast': {'lat': 18.76873682989272, 'lng': 73.28200182989272}, 'southwest': {'lat': 18.76603717010727, 'lng': 73.27930217010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,2c29818e0c7d9b808a67b426e1806d1aca4f931f,Imagicaa,True,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111458439715527326190"">nikunj patel</a>'], 'photo_reference': 'CmRaAAAA52kYEPDEnauQK4e_3W6OwVm-enVn1DX_xxvNb7KBMvvEaokRZJVC31Cb8qrHwBM3856x_vBCSQzdnjifT8tPqQbETumcVZGYRSZzHzQ9yalMhKbapiEPXFA469HbqUkfEhD6VzeXP1R-7J9XaXWy-VFIGhSb11NNdsznOT8Ay5-XHEjDc6PdLg', 'width': 4608}]",ChIJYWXFp2XAwjsRe2nbd5cxhU0,"{'compound_code': 'Q78J+X7 Khopoli, Maharashtra', 'global_code': '7JCMQ78J+X7'}",4.4,ChIJYWXFp2XAwjsRe2nbd5cxhU0,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",64064.0,,amusement_park,
19,OPERATIONAL,"Jalandhar - Nakodar Rd, Wadala Chowk, After, Jalandhar, Punjab 144001, India","{'location': {'lat': 31.2628896, 'lng': 75.5328123}, 'viewport': {'northeast': {'lat': 31.26427182989272, 'lng': 75.53416047989272}, 'southwest': {'lat': 31.26157217010728, 'lng': 75.53146082010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,cc608ec8cd534591c0ac81df72a36dbbc4a5845c,"Wonderland, Jalandhar",,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106721141578788277210"">Akash Koundal</a>'], 'photo_reference': 'CmRaAAAAKiM9zRs961bLzcVxuA8shKcp86l9d5awOtT7Qy5N-xz8sNQVBv5tPaEf9dUBinuzpbxvswYLzCL4GrXkCE5wcH1C920wgTJReXJV-u4RZ2a1I8IlqWJog8U5pQ5TIa3mEhALNzb18bRHZsCj3V9xdGHhGhSMzbHViUW6-mV5ID7OafoCsXBHTg', 'width': 4128}]",ChIJWecu7E9bGjkRBKdPQzxpZP4,"{'compound_code': '7G7M+54 Jalandhar, Punjab', 'global_code': '8J3Q7G7M+54'}",4.3,ChIJWecu7E9bGjkRBKdPQzxpZP4,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",5105.0,{'open_now': True},amusement_park,
20,CLOSED_TEMPORARILY,"opposite milind college of science gate,beside hotel maurya, between little flower school to dr.Bamu, University Rd, Aurangabad, Maharashtra 431002, India","{'location': {'lat': 19.8896949, 'lng': 75.3074012}, 'viewport': {'northeast': {'lat': 19.89111937989272, 'lng': 75.30861202989271}, 'southwest': {'lat': 19.88841972010728, 'lng': 75.30591237010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/camping-71.png,91f1e1389ef1476aab7e571638cc04ac825c3443,Chhawni Eidgah Maidan,True,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106360513616993416743"">muhammed anwar abdul rehman</a>'], 'photo_reference': 'CmRaAAAARswrzjmFoCfR-rfRdspjkpv9aMoBCJk0eE3OTX56BOLKEjuW7OrZE5eW_DBbzKjO69Moktiy0J5YkBm9oGWetr46r3mFKzb-Do2M-Ag4lCAx4yqTcZYAlBL94JjeLilREhDTlZ8jDO7yCVaKVAumG-a9GhRwi7PHbEOY9PoCuHXv2Skj52iQpg', 'width': 2880}]",ChIJw_PGizqY2zsR_2V6Ajk2ijI,"{'compound_code': 'V8Q4+VX Aurangabad, Maharashtra', 'global_code': '7JFQV8Q4+VX'}",4.2,ChIJw_PGizqY2zsR_2V6Ajk2ijI,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",52.0,,campground,
