,business_status,formatted_address,geometry,icon,id,name,permanently_closed,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,tag,price_level,results
10,OPERATIONAL,"Sector 77, Gurugram, Haryana 122004, India","{'location': {'lat': 28.3867579, 'lng': 76.973793}, 'viewport': {'northeast': {'lat': 28.38813922989272, 'lng': 76.97510147989271}, 'southwest': {'lat': 28.38543957010728, 'lng': 76.97240182010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,d8047555729cf4643b1fe843f9315132af5e218c,"AapnoGhar - Best Wedding Resorts in Gurgaon, Water Park, Amusement Park",,"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106408243635370062703"">Airport Motel Aapno Ghar Resort</a>'], 'photo_reference': 'CmRaAAAAiNgIUrf3NCiFFTTSWFEAl8JSF_dacHz7HyQVZwQBQlVHueWdG0iniWejaV05ZzqjcJjixOv7v6NmMpViKzuCV1NhQRy1a6aLX4O0tifaNjENk2x99atCCZY7NeLkmFp4EhAxr29aFhl8i1xxLtbg1b2FGhTT-PVQrLnvuj32KJWzSezGUADOOw', 'width': 1024}]",ChIJG8FI6_UXDTkRHGRJJxf6O_w,"{'compound_code': '9XPF+PG Sector 77, Gurugram, Haryana', 'global_code': '7JWR9XPF+PG'}",3.9,ChIJG8FI6_UXDTkRHGRJJxf6O_w,"['amusement_park', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",3827.0,{'open_now': True},amusement_park,,
11,OPERATIONAL,"Pilibhit Bypass Rd, Chhoti Vihar, Bareilly, Uttar Pradesh 243001, India","{'location': {'lat': 28.40454, 'lng': 79.45972700000002}, 'viewport': {'northeast': {'lat': 28.40589347989272, 'lng': 79.46083317989273}, 'southwest': {'lat': 28.40319382010728, 'lng': 79.45813352010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,2e422d067ee51cb9403e740ef6137ecb7d3c5258,Fun City,,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117424418501194795043"">Arshi Naaz</a>'], 'photo_reference': 'CmRaAAAANSoVoPSAA9vo3-E3TZDCTHA_OZLn_Fk3bbaVC7MrASJ-1S6Ikebn3VuOf2uCBb0U2zSbnI0HhGsw8-kEWTZSglHIb1MX6eQxiOZzWohMT3SshgwP8IYsSfEvapLb3GrNEhCyncFaPbqAOKlTS-ew4wr8GhStmfnVAlyFTu5jRP9V6FNk4NIoBw', 'width': 4128}]",ChIJYQt3Sn0GoDkRf3ebSAZuUUQ,"{'compound_code': 'CF35+RV Bareilly, Uttar Pradesh', 'global_code': '7JWXCF35+RV'}",4.0,ChIJYQt3Sn0GoDkRf3ebSAZuUUQ,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",5089.0,{'open_now': True},amusement_park,,
12,CLOSED_TEMPORARILY,"RIICO Industrial Area, Mansarovar, Jaipur, Rajasthan 302020, India","{'location': {'lat': 26.8379133, 'lng': 75.7832956}, 'viewport': {'northeast': {'lat': 26.83979702989272, 'lng': 75.78452062989273}, 'southwest': {'lat': 26.83709737010728, 'lng': 75.78182097010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,5d007ec30b26dda5fe8fe909fd6efd15a153bb96,Fun Kingdom Amusement Park,True,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102317696192913415128"">apperna sharma</a>'], 'photo_reference': 'CmRaAAAAqan1T_T_vVBtC-6SMRI-Uz7t4P2TKTdeiE_E0LAJo1SoC7oA_YEqiQGvE3FLDK9FFlKAVhZWllgF1r_u_2-cSssBn3CTW6PkGkfqJp8XWEUoITlVVVPtPmSCDXrLl2HjEhCC1xFz7ALRUiHdBH9FtZYkGhQXPXwuQAsaNuph1ZREFNz6x4e70A', 'width': 4160}]",ChIJl_m8uZK1bTkR9EcgjjSIZgc,"{'compound_code': 'RQQM+58 Mansarovar, Jaipur, Rajasthan', 'global_code': '7JRQRQQM+58'}",3.8,ChIJl_m8uZK1bTkR9EcgjjSIZgc,"['amusement_park', 'point_of_interest', 'establishment']",191.0,,amusement_park,,
13,OPERATIONAL,"NABARD, Kanpur - Lucknow Road Opposite, Sector H, LDA Colony, Lucknow, Uttar Pradesh 226012, India","{'location': {'lat': 26.792288, 'lng': 80.904607}, 'viewport': {'northeast': {'lat': 26.79361267989272, 'lng': 80.90602097989272}, 'southwest': {'lat': 26.79091302010728, 'lng': 80.90332132010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3784a1448b8b031a98daa990e9e66f06214b7195,Dream World Amusement Park,,"[{'height': 2235, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107258206948557535508"">RC-The Indian Rail World</a>'], 'photo_reference': 'CmRaAAAAiualhNm_UgpbjfK19BL4kL1qe0oj4IbYH3DdHGOUUHYVA_dyl_21jo4bvjLlt4-yT70r0cMOKY6bAyfYdJ7wPAAPBUkX9tdMLXDnh_uiLJZ2AVeVYrLu-SO1p5_hUAn2EhBmOVMz2jtJWiqVZxOjLXBdGhQjemG2HcHkq7ZOJzISwVdgquflDw', 'width': 3973}]",ChIJ4Zt0qQb8mzkRlRRIssSzhnA,"{'compound_code': 'QWR3+WR LDA Colony, Lucknow, Uttar Pradesh', 'global_code': '7MR2QWR3+WR'}",3.9,ChIJ4Zt0qQb8mzkRlRRIssSzhnA,"['amusement_park', 'tourist_attraction', 'food', 'point_of_interest', 'establishment']",2750.0,{'open_now': True},amusement_park,,
14,OPERATIONAL,"ILD Trade center, Sohna Rd, D1 Block, Malibu Town, Sector 47, Gurugram, Haryana 122018, India","{'location': {'lat': 28.4250487, 'lng': 77.0389223}, 'viewport': {'northeast': {'lat': 28.42634977989272, 'lng': 77.03987572989273}, 'southwest': {'lat': 28.42365012010728, 'lng': 77.03717607010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,f62b92b4d7cb04940fc58b5eaae7734e3453fb79,SkyJumper Trampoline Park Gurgaon,,"[{'height': 639, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102579471325722922046"">A Google User</a>'], 'photo_reference': 'CmRaAAAAS12eM399WlnzxEE_T8ZI5rbMzEMFHU1GTKYm04Vc7wi6g3lHJjG_A0AXztcHEbEudzlWV7WV848l9Y2lapjUNMpEVSClqvxYlGlgZvVBvXSYOcmLZWDefSpx1ljAtup1EhAWrvLF7s_vR0OnyIMopidgGhSy31Cp6ZUpOD0vh45mFNM0KpgT5w', 'width': 960}]",ChIJrWQPWEXnDDkR9Qs0C1tJd_4,"{'compound_code': 'C2GQ+2H Sector 47, Gurugram, Haryana', 'global_code': '7JWVC2GQ+2H'}",4.4,ChIJrWQPWEXnDDkR9Qs0C1tJd_4,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",5191.0,{'open_now': True},amusement_park,,
15,OPERATIONAL,"Opposite Rithala Metro Station, Sector 10, Rohini, Delhi, 110085, India","{'location': {'lat': 28.7237007, 'lng': 77.1140798}, 'viewport': {'northeast': {'lat': 28.72500747989272, 'lng': 77.11484405}, 'southwest': {'lat': 28.72230782010728, 'lng': 77.11178704999998}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,8b3f1fef16b8e43638a08aeeea0b972d4f524c60,Adventure Island,,"[{'height': 4928, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104613025305786982808"">Adventure Island</a>'], 'photo_reference': 'CmRaAAAA9s2pMay2oVQZ-nOXE4Ts3DEfGnmah64o0rsvLBJKTda1lZLPopeUrHeTrShI-Pt014PW_RF8exIfcdqSHaMIyyyqey0iiyUlACy43nAR16PFc57wPzmeyZM69jg6RbI3EhAlITRYHrjYJjCW-YWJ9aKZGhRJ1drizBGUDjk6GRsn-rO8tIJt_Q', 'width': 3264}]",ChIJq6qqmkABDTkREBpp5hT5OSo,"{'compound_code': 'P4F7+FJ Rohini, New Delhi, Delhi', 'global_code': '7JWVP4F7+FJ'}",4.0,ChIJq6qqmkABDTkREBpp5hT5OSo,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",13458.0,{'open_now': True},amusement_park,,
16,CLOSED_TEMPORARILY,"42 Km Stone Main Mathura Road Behind Royal Villa Village Sikri, Faridabad, Haryana 121004, India","{'location': {'lat': 28.2840456, 'lng': 77.2928939}, 'viewport': {'northeast': {'lat': 28.28543877989272, 'lng': 77.29410297989273}, 'southwest': {'lat': 28.28273912010728, 'lng': 77.29140332010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b891bb142d89958b712b6174a88816a9ac2bfc27,FFUNMAX,True,"[{'height': 303, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102449270226900837158"">FFUNMAX</a>'], 'photo_reference': 'CmRaAAAAGKpCob8p5gOiMN5roDXqsd9Fze0O5w8hDUyaqpV7STQVy3Zo7db_mLvOcIrbEbKhMswvnx4Gn7DhzS6q70VcpJd3xQgxVVEgA82qA-mJLiOs46Zz_AcxlkRoIFZcXEC5EhCQ3o9gg1ozudJkMDtmNseOGhRMF7sA_0mm3qareKsqTReWt1TFzw', 'width': 540}]",ChIJZ2qsVhjaDDkROYMZXo_-gG0,"{'compound_code': '77MV+J5 Faridabad, Haryana', 'global_code': '7JWV77MV+J5'}",3.5,ChIJZ2qsVhjaDDkROYMZXo_-gG0,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",761.0,,amusement_park,,
17,OPERATIONAL,"Ahead of Rau Circle & Guru Kripa Restaurant Infront of Corel Reefs township, Mumbai - Agra National Hwy, Indore, Madhya Pradesh 453331, India","{'location': {'lat': 22.6194877, 'lng': 75.800646}, 'viewport': {'northeast': {'lat': 22.62086742989272, 'lng': 75.80192307989272}, 'southwest': {'lat': 22.61816777010727, 'lng': 75.79922342010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,89f1419008bd215e8136035dd8bc97616a464d6a,Fundore,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113621579290082008257"">A Google User</a>'], 'photo_reference': 'CmRaAAAAwmbzMbLIIg84XwZyNUiZzE0lDKwXqiYdlRPa1LQPsti29lBA6Y7TkDHlHN2r0Vb50klS1dFFPqH9OaZnUkG8ZsWu7_-YSniHtTL-wDE0DViPZRyCrBKqR3Zlb1Y020_hEhA0jxzidfWxnx5h99RoLAjwGhSBoizo076hr9oJ9qDoXl85nFXlkw', 'width': 6240}]",ChIJr0M-w1_5YjkR5TbmgI7zM14,"{'compound_code': 'JR92+Q7 Indore, Madhya Pradesh', 'global_code': '7JJQJR92+Q7'}",4.2,ChIJr0M-w1_5YjkR5TbmgI7zM14,"['amusement_park', 'point_of_interest', 'establishment']",882.0,{'open_now': True},amusement_park,,
18,CLOSED_TEMPORARILY,"Aklimpur Teekli Road, Nurpur Jharsa, Badshahpur, Gurugram, Haryana 122101, India","{'location': {'lat': 28.3757737, 'lng': 77.0407464}, 'viewport': {'northeast': {'lat': 28.37746427989272, 'lng': 77.04245222989272}, 'southwest': {'lat': 28.37476462010728, 'lng': 77.03975257010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,f9adedc2765ff5ecaf904e9dc0ec47337e1596a2,De Adventure Park - Adventure sports centre in Gurgaon,True,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110070131696036342475"">D.R CABLE TV NETWORK</a>'], 'photo_reference': 'CmRaAAAAL9VRsfGsPtJTo6HPOd_nCyw2jkCwft2npTa9Oo9huHfPropkzUbvJdXS60Iv6cJ0RDk0JJBczctNfF1WD4nZSQQ_78NhI-geDJ-g0l56HO1zvqkc_iEuk7G3j1Pm6UKtEhCP1zx_zhbo66QJ5TTwgETIGhRLWzbigI0MZaKPX48OIShAl6SNyg', 'width': 4128}]",ChIJbTljp-IjDTkREbOX6tstUco,"{'compound_code': '92GR+87 Gurugram, Haryana', 'global_code': '7JWV92GR+87'}",4.8,ChIJbTljp-IjDTkREbOX6tstUco,"['amusement_park', 'point_of_interest', 'establishment']",624.0,,amusement_park,,
19,CLOSED_TEMPORARILY,"Thekda Road, Thekda, near Career Point University, Kota, Rajasthan 324001, India","{'location': {'lat': 25.1597053, 'lng': 75.881536}, 'viewport': {'northeast': {'lat': 25.16106437989273, 'lng': 75.88285542989271}, 'southwest': {'lat': 25.15836472010728, 'lng': 75.88015577010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,5812edf0efd2996571815221e5a4a93fb9a7e714,Radhika Resort and Amusement Park,True,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116879821552545970560"">Vivek Fouzdar</a>'], 'photo_reference': 'CmRaAAAAd2Ty4bWXh83zo56aHw0n46rrGOH-xQrnHaz4ynoSPdMhI8PQlvKc14kFxUtWXN3UIJ9fAH4VeVD8bTWGmORWtim9w0VKih-szBlOgHWTVNzgeOIDNNqXfKzRH7bMkzt-EhDGyAMlfg20UcIPFrosql1hGhQ8mFwTMDMAhNln2_WDyK0i9WSrPg', 'width': 3264}]",ChIJdV3hXi2FbzkRclrUfWmVwps,"{'compound_code': '5V5J+VJ Kota, Rajasthan', 'global_code': '7JQQ5V5J+VJ'}",3.9,ChIJdV3hXi2FbzkRclrUfWmVwps,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",1132.0,,amusement_park,,
20,CLOSED_TEMPORARILY,"Neha Complex, 21, Gwalior Rd, Sewla Sarai, Sewla Jatt, Gopal Pura, Agra, Uttar Pradesh 282001, India","{'location': {'lat': 27.120635, 'lng': 78.0047432}, 'viewport': {'northeast': {'lat': 27.12226947989272, 'lng': 78.00548789999999}, 'southwest': {'lat': 27.11956982010727, 'lng': 78.0025091}}}",https://maps.gstatic.com/mapfiles/place_api/icons/camping-71.png,84d886bf648ab832bda83cbaf53a0b64563247c6,Sevla trenching ground,True,,ChIJPRoA-S91dDkRXoaiFlscg9s,"{'compound_code': '42C3+7V Gopal Pura, Agra, Uttar Pradesh', 'global_code': '7JVW42C3+7V'}",0.0,ChIJPRoA-S91dDkRXoaiFlscg9s,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",0.0,,campground,,
21,CLOSED_TEMPORARILY,"15th Battallion PAC Quaters, Khairati Tola, Agra, Uttar Pradesh 282001, India","{'location': {'lat': 27.1623177, 'lng': 78.0316417}, 'viewport': {'northeast': {'lat': 27.16379752989272, 'lng': 78.03314532989272}, 'southwest': {'lat': 27.16109787010728, 'lng': 78.03044567010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/camping-71.png,78bf3ef6195f966772481b21b4a18f87a87e2249,15th battalion PAC parade ground,True,,ChIJ4-feRqxxdDkRCbRpSnuGPvg,"{'compound_code': '526J+WM Khairati Tola, Agra, Uttar Pradesh', 'global_code': '7JVW526J+WM'}",0.0,ChIJ4-feRqxxdDkRCbRpSnuGPvg,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",0.0,,campground,,
