,business_status,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,tag,price_level
10,CLOSED_TEMPORARILY,"D Block, Samalka, New Delhi, Delhi 110037, India","{'location': {'lat': 28.5317325, 'lng': 77.09790989999999}, 'viewport': {'northeast': {'lat': 28.53314222989272, 'lng': 77.09926082989271}, 'southwest': {'lat': 28.53044257010728, 'lng': 77.09656117010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,469c275074e188152e9109d9ef73b65ac8d8f823,Divya Inflatables,,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113676239612901129952"">Sam K</a>'], 'photo_reference': 'CmRaAAAAgfG7Msvd_-5G0VrzN3N68xbdpGakcIX3FJ3VRi7xwnvNx7n3ajnmu-ZC9mHbshu36wxuQ1iM59NPkpebr1Ucon_LCd3Rk4QRNPVDtp5ST_rB6IGsy3xkWoDPXEEAhEFqEhCqxf4vJpd408W4AhXkcrUiGhSWn5wCI-8qKVuxejhw1KR9ZGhKgA', 'width': 800}]",ChIJ49xJo50bDTkRDnFsczGsjIs,"{'compound_code': 'G3JX+M5 Samalka, New Delhi, Delhi', 'global_code': '7JWVG3JX+M5'}",5.0,ChIJ49xJo50bDTkRDnFsczGsjIs,"['amusement_park', 'point_of_interest', 'establishment']",1.0,True,amusement_park,
11,CLOSED_TEMPORARILY,"Building 13C, क्लब मार्ग, N W Ave Rd, Punjabi Bagh, New Delhi, Delhi 110026, India","{'location': {'lat': 28.6665104, 'lng': 77.1259582}, 'viewport': {'northeast': {'lat': 28.66773622989272, 'lng': 77.12729082989273}, 'southwest': {'lat': 28.66503657010728, 'lng': 77.12459117010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,77215ce2bb28c3aa4c4e03e5ac6c423ff3ba16b8,X Pins Down,,"[{'height': 6322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113001576033387718222"">A Google User</a>'], 'photo_reference': 'CmRaAAAAUDC745l8nJQaICcQASRRAYkXQPC7wUQNSIPWaHXae9NWc8mc1vAMGRBlVWZgH9nAvy27inyCdnRd9x1malG2TpH70HMHfUvhuD1ZWHYY6C1wtqam3uWQiZL0drZ2vyrlEhBfuB90B0kL-6K33JPoPyNhGhQUf50Tgh9hhLrIocH7RIvIr1fCDA', 'width': 14371}]",ChIJjbXjtGwDDTkRYCv5tV2JXf8,"{'compound_code': 'M48G+J9 Punjabi Bagh, New Delhi, Delhi', 'global_code': '7JWVM48G+J9'}",4.1,ChIJjbXjtGwDDTkRYCv5tV2JXf8,"['amusement_park', 'point_of_interest', 'establishment']",277.0,True,amusement_park,
12,CLOSED_TEMPORARILY,"Dr KN Katju Marg, Pocket 2, Sector 11C, Rohini, Delhi, 110085, India","{'location': {'lat': 28.7310424, 'lng': 77.1187522}, 'viewport': {'northeast': {'lat': 28.73251647989273, 'lng': 77.11998932989272}, 'southwest': {'lat': 28.72981682010728, 'lng': 77.11728967010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,25c10f18239224daff209086fc95fbb81899e3de,Shree Ramleela Commitee,,,ChIJS4KakfoBDTkRqnQL0xHCSKM,"{'compound_code': 'P4J9+CG Rohini, New Delhi, Delhi', 'global_code': '7JWVP4J9+CG'}",0.0,ChIJS4KakfoBDTkRqnQL0xHCSKM,"['amusement_park', 'point_of_interest', 'establishment']",0.0,True,amusement_park,
13,CLOSED_TEMPORARILY,"Adventure Island, Opposite Rithala Metro Station, Sector 10, Rohini, New Delhi, Delhi 110085, India","{'location': {'lat': 28.7210643, 'lng': 77.1154368}, 'viewport': {'northeast': {'lat': 28.72241412989272, 'lng': 77.11678662989273}, 'southwest': {'lat': 28.71971447010727, 'lng': 77.11408697010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,f78b64496c77853bc9fd876b9a511db1e884fd30,Sky Jumper Trampoline Park,,"[{'height': 358, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101850462907180648716"">A Google User</a>'], 'photo_reference': 'CmRaAAAA2_aJGKAoMHoWDBwgPvgUBFdGnq4K_9WKv_S-y-YqZfdKiB1-Q9DKllkxRZyJ1nXI4UM5Giwzw2LtZclw7aGZSXLCNAWFy5BbL901N2XB_GJoNg3NHTjKLD46zNj6lZG_EhAQ1fPuF50XqDuuz3Mq142zGhSFz7iHKRhuKqzSH2MJXZEnZTZeww', 'width': 640}]",ChIJrXzLnvQBDTkRj1oKSRWKxfY,"{'compound_code': 'P4C8+C5 Rohini, New Delhi, Delhi', 'global_code': '7JWVP4C8+C5'}",4.0,ChIJrXzLnvQBDTkRj1oKSRWKxfY,"['amusement_park', 'point_of_interest', 'establishment']",23.0,True,amusement_park,
14,CLOSED_TEMPORARILY,"Pocket E, Block A, GTB Enclave, Dilshad Garden, Delhi, 110093, India","{'location': {'lat': 28.6893821, 'lng': 77.3086637}, 'viewport': {'northeast': {'lat': 28.69046497989272, 'lng': 77.31019497989271}, 'southwest': {'lat': 28.68776532010728, 'lng': 77.30749532010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,1e16b18f39c26431d17527b5a2a28d37f14b6957,Shri Ram Leela ground,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111672481004728837082"">Vishal Kumar</a>'], 'photo_reference': 'CmRaAAAAi6yzazZF1SD3MSXbB2i5XIkFc6vV_4h4jptzm-l0TU_lKDaJi8jQ0eRKNK8jId-wqbGVPmRYrReLP_MaQo-ipHoaGd_tJME8FJ8RPHwrZ-O-8WIiGkLZAvJYzwHl8yZHEhA0SDWhPpOxuQaEgsBDuGZMGhTZDvx29Y3SjnL9U94sd7A83FAWRA', 'width': 4000}]",ChIJYXHGPoD7DDkR3tZbfTq4om0,"{'compound_code': 'M8Q5+QF Dilshad Garden, New Delhi, Delhi', 'global_code': '7JWVM8Q5+QF'}",5.0,ChIJYXHGPoD7DDkR3tZbfTq4om0,"['amusement_park', 'point_of_interest', 'establishment']",3.0,True,amusement_park,
15,CLOSED_TEMPORARILY,"Adventure Island, Sector 12, Rohini, Delhi, 110085, India","{'location': {'lat': 28.725047, 'lng': 77.1151479}, 'viewport': {'northeast': {'lat': 28.72688972989272, 'lng': 77.11692512989272}, 'southwest': {'lat': 28.72419007010728, 'lng': 77.11422547010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0471d840740b212040009d202ac90d697569589a,Tiny Tv Transit Ride,,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113575671890377166190"">Yogesh Kumar</a>'], 'photo_reference': 'CmRaAAAAUtoF_bzk-sxFMTtTawJ6TnbJ6n1dVW-VgSi83pGxZteLOmT_G7EpxWP-ONL6SaPdwQe1QHnlngvIY8dEE7E4c7_mvBJLGTE5AhqyMtrzWyVegTemQv4eOzlAnq71icnKEhBWqW-cFfYn8UPMozRQPK0mGhT3kab8c2wfn-x4G8d9GoCgLn1LEQ', 'width': 4096}]",ChIJzdMpNEYBDTkReB0ZeV3zj8k,"{'compound_code': 'P4G8+23 Rohini, New Delhi, Delhi', 'global_code': '7JWVP4G8+23'}",4.1,ChIJzdMpNEYBDTkReB0ZeV3zj8k,"['amusement_park', 'point_of_interest', 'establishment']",15.0,True,amusement_park,
16,CLOSED_TEMPORARILY,"22, Pocket 2, Sector 11, Rohini, Delhi, 110085, India","{'location': {'lat': 28.7295527, 'lng': 77.1174782}, 'viewport': {'northeast': {'lat': 28.73063462989272, 'lng': 77.11858472989272}, 'southwest': {'lat': 28.72793497010728, 'lng': 77.11588507010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,8322fd5f6546cba40137583a9c0f7be509927df2,Shree Keshav Ramleela,,,ChIJ4-YrB2IBDTkRQLYC_djisAk,"{'compound_code': 'P4H8+RX Rohini, New Delhi, Delhi', 'global_code': '7JWVP4H8+RX'}",0.0,ChIJ4-YrB2IBDTkRQLYC_djisAk,"['amusement_park', 'point_of_interest', 'establishment']",0.0,True,amusement_park,
17,CLOSED_TEMPORARILY,"C/o Fun N Food Village, Old Delhi Gurgaon Road, Kapshera, New Delhi, Delhi 110097, India","{'location': {'lat': 28.5243742, 'lng': 77.0834149}, 'viewport': {'northeast': {'lat': 28.52567422989272, 'lng': 77.08485982989272}, 'southwest': {'lat': 28.52297457010728, 'lng': 77.08216017010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,cf29cc04f09313b45d746c565f0148a2298844c1,Polo Amusement Park Limited,,"[{'height': 462, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106400045708546836320"">Vikash Thakur</a>'], 'photo_reference': 'CmRaAAAAn19bem74h4BqtxkMq0Rau4yhbamg0JX1UKmLo31bmWlF43H9qRLhgUiS-xGBmBbWrPsMa4FqLHuusYgV8QEZVU2fXkSOR1v9qLPN-ESMQrFwI1s2qoPUNFpM4XdzGdmvEhAOUGTShxumduV5N-Sgj7w5GhSbxlOjIeid4-UrLg3JSY5BIgeqZQ', 'width': 750}]",ChIJRR9jM-EbDTkRipvyOUuhsgw,"{'compound_code': 'G3FM+P9 New Delhi, Delhi', 'global_code': '7JWVG3FM+P9'}",2.8,ChIJRR9jM-EbDTkRipvyOUuhsgw,"['point_of_interest', 'establishment']",6.0,True,amusement_park,
18,CLOSED_TEMPORARILY,"Plot No A2, Sector 38-A, Noida, Uttar Pradesh 201301, India","{'location': {'lat': 28.5640223, 'lng': 77.32470239999999}, 'viewport': {'northeast': {'lat': 28.56507277989272, 'lng': 77.32549757989271}, 'southwest': {'lat': 28.56237312010727, 'lng': 77.32279792010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3f731d0a909363245dde80c41d938c0587d417a1,The Great India Place Theme Park,,"[{'height': 430, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113686975234485794947"">animesh das</a>'], 'photo_reference': 'CmRaAAAAR45ms82ts4H0NQ-zjVRMMhmAAGd2DrQ0c7GoRsj2bN5aBhAGnBfLCfPlpyf3VRzkYYyKKwk2kqpqvdziINGw5UDQs32h_20Dkb3II-0j2vZFExuZEjk-jDanNELgw2woEhApQwZXoNThL8WFByWpv1NmGhSU5ft59dwHS-jnOG188QDZN1Rc3g', 'width': 650}]",ChIJxyQsJTbkDDkR-UgVZJArWzY,"{'compound_code': 'H87F+JV Noida, Uttar Pradesh', 'global_code': '7JWVH87F+JV'}",4.3,ChIJxyQsJTbkDDkR-UgVZJArWzY,"['amusement_park', 'point_of_interest', 'establishment']",783.0,True,amusement_park,
19,OPERATIONAL,"I & J Block 2000 Wala, Road, Jahangirpuri, Delhi, 110033, India","{'location': {'lat': 28.7335546, 'lng': 77.16055039999999}, 'viewport': {'northeast': {'lat': 28.73463242989272, 'lng': 77.16142447989272}, 'southwest': {'lat': 28.73193277010728, 'lng': 77.15872482010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,012ed9f05f91d9e9dd429fcc2e76be43c81236f3,Shree Chhat Ghat Jheel Wala DDA Park Jahangir Puri Delhi,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114738390737705226813"">A Google User</a>'], 'photo_reference': 'CmRaAAAAZYm8VQ-QkZgL95386w1yiSFjjqrC8vQA-x9UL3VxhXxdY4EcIL40aBeDzcw4BNmfCe6nbS4XPL6tNm5liRDbiPSWKj6qkPS0Q7G7HUTOaiBwfTRX3j8sdVL9WyegW9EIEhBG2Fz9gqpS8Pb9Epd-czdSGhRLCE-KltHlcbUOWCq64m43rWeVxA', 'width': 3456}]",ChIJZSzW-BoBDTkRaIjgtHZJ7fw,"{'compound_code': 'P5M6+C6 Jahangirpuri, New Delhi, Delhi', 'global_code': '7JWVP5M6+C6'}",5.0,ChIJZSzW-BoBDTkRaIjgtHZJ7fw,"['point_of_interest', 'establishment']",7.0,,amusement_park,
20,CLOSED_TEMPORARILY,"H 18/14, Ground Floor, Garud Marg Road, Malviya Nagar, New Delhi, Delhi 110017, India","{'location': {'lat': 28.6578116, 'lng': 77.1159227}, 'viewport': {'northeast': {'lat': 28.65919037989272, 'lng': 77.11726947989273}, 'southwest': {'lat': 28.65649072010728, 'lng': 77.11456982010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/camping-71.png,9b6b470eccf99d8be56d19c4d6d6dce9dc665e1c,Dhanaulti Camp,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117631890973851944960"">Ravinder Singh</a>'], 'photo_reference': 'CmRaAAAAraI7EHIWJrS67RHU3PhRbak4A2_jW5hOyb_po93QkF9jivwd2_W4rScPzOMhJ0VTj2wMuxuBOKMT6YdlSn77S_C_G3sENssnh2RnHGlqlRRaD9U6eOWfdKi-Ohd8kL-2EhBuUhCnUomkK9jzkDKx7dCjGhSgR7bQoyeKHcq7xxA9jSjz2O0yuw', 'width': 1836}]",ChIJ5ecSuXcDDTkRAAjFNeHGPgA,"{'compound_code': 'M458+49 New Delhi, Delhi', 'global_code': '7JWVM458+49'}",4.2,ChIJ5ecSuXcDDTkRAAjFNeHGPgA,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",42.0,True,campground,
21,CLOSED_TEMPORARILY,"Plot No 2, A2 Block, Gali Number 7, Sant Nagar, Delhi, 110084, India","{'location': {'lat': 28.7394996, 'lng': 77.197279}, 'viewport': {'northeast': {'lat': 28.74095627989272, 'lng': 77.19862942989272}, 'southwest': {'lat': 28.73825662010728, 'lng': 77.19592977010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/camping-71.png,c2125810d067456bd74390f08ca3f1ed26633a8a,Camping Near Delhi,,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102652616077728639856"">Ajay Pandey</a>'], 'photo_reference': 'CmRaAAAA-zU5tcvVNi7TMM_HEykCgksUWZHPVv131UxyHI0ODh6nMrK1P7duCeuh0fB-NyAskbaOq2y3oLj1ra8khIso2Sakea760Z_GLBi_cpj66aESUr4Zchqd9Y-PPKxlY3wLEhDo9Gubfdx6b1Dh7ze1f3u1GhSgwzguvAFN9vcndDWdM7akhcuptw', 'width': 1280}]",ChIJRRg_LVz_DDkRVhcSilVIKFo,"{'compound_code': 'P5QW+QW Delhi', 'global_code': '7JWVP5QW+QW'}",5.0,ChIJRRg_LVz_DDkRVhcSilVIKFo,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",3.0,True,campground,
